m1,m2,m3,m6,LOC,Repository,Version,Date,Maintainability,Reliability,Total_QR
0.55,0.0,1.0,0.8,633,api-mapas,1.1.0,18-2022-19-24-41,0.25575000000000003,0.4,0.65575
0.55,0.0,1.0,0.8,665,api-mapas,2.0.0,04-2022-23-05-22,0.25575000000000003,0.4,0.65575
