m1,m2,m3,m6,LOC,Repository,Version,Date,Maintainability,Reliability,Total_QR
0.7425742574257426,0.039603960396039604,0.8514851485148515,0.0,5747,front,1.1.0,15-2022-17-57-12,0.26955445544554457,0.0,0.26955445544554457
0.7425742574257426,0.0297029702970297,0.8910891089108911,0.0,5753,front,1.1.1,18-2022-19-54-49,0.2744554455445545,0.0,0.2744554455445545
0.7428571428571429,0.02857142857142857,0.8952380952380953,0.0,5970,front,1.2.0,03-2022-19-01-24,0.275,0.0,0.275
0.7428571428571429,0.02857142857142857,0.8952380952380953,0.0,5970,front,1.2.1,05-2022-18-31-02,0.275,0.0,0.275
0.7428571428571429,0.02857142857142857,0.8952380952380953,0.0,5983,front,1.2.2,05-2022-19-28-53,0.275,0.0,0.275
0.7476635514018691,0.028037383177570093,0.8785046728971962,0.0,6324,front,1.3.0,15-2022-04-09-05,0.27294392523364486,0.0,0.27294392523364486
0.7456140350877193,0.02631578947368421,0.868421052631579,0.03508771929824561,6576,front,2.0.0,24-2022-18-43-30,0.2706578947368421,0.017543859649122806,0.2882017543859649
0.7456140350877193,0.02631578947368421,0.868421052631579,0.03508771929824561,6576,front,3.0.0,04-2022-23-57-46,0.2706578947368421,0.017543859649122806,0.2882017543859649
